"products","file","line","record_type","property","value_type","optional"
"norman_shutters","src/components/crm/NormanBifold180ConstructionOptions.tsx","3","","value","NormanBifold180Construction|undefined","false"
"norman_shutters","src/components/crm/NormanBifold180ConstructionOptions.tsx","3","","aqua","boolean","false"
"norman_shutters","src/components/crm/NormanBifold180ConstructionOptions.tsx","3","","onChange","(value:NormanBifold180Construction)=>void","false"
"norman_contract_faux_wood|norman_contract_vertical","src/components/crm/NormanContractDesignOptions.tsx","8","","design","SalesQuoteDesign|undefined","false"
"norman_contract_faux_wood|norman_contract_vertical","src/components/crm/NormanContractDesignOptions.tsx","8","","productId","string","false"
"norman_contract_faux_wood|norman_contract_vertical","src/components/crm/NormanContractDesignOptions.tsx","8","","lineItem","SalesQuoteLineItem","false"
"norman_contract_faux_wood|norman_contract_vertical","src/components/crm/NormanContractDesignOptions.tsx","8","","onUpdateFields","(fields:Partial<SalesQuoteDesign>)=>void","false"
"roller","src/components/crm/NormanRollerCommonOptions.tsx","5","","design","SalesQuoteDesign|undefined","false"
"roller","src/components/crm/NormanRollerCommonOptions.tsx","5","","onUpdateFields","(fields:Partial<SalesQuoteDesign>)=>void","false"
"roller","src/components/crm/NormanRollerHardwareOptions.tsx","5","","design","SalesQuoteDesign|undefined","false"
"roller","src/components/crm/NormanRollerHardwareOptions.tsx","5","","onUpdateFields","(fields:Partial<SalesQuoteDesign>)=>void","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","9","Props","details","DetailRecord","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","10","Props","disabled","boolean","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","11","Props","onDetail","(key: string, value: string | boolean) => void","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","12","Props","onFabric","(value: { fabric: string; programId: string | null }) => void","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","12","Props","fabric","string","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","12","Props","programId","string | null","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","57","","label","string","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","58","","field","string","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","59","","options","string[]","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","60","","details","DetailRecord","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","61","","disabled","boolean","false"
"roller","src/components/crm/NormanRollerMeasureFields.tsx","62","","onDetail","Props[""onDetail""]","false"
"roller","src/components/crm/NormanRollerPanelOptions.tsx","3","","design","SalesQuoteDesign|undefined","false"
"roller","src/components/crm/NormanRollerPanelOptions.tsx","3","","onUpdateFields","(fields:Partial<SalesQuoteDesign>)=>void","false"
"norman_roman_fabric_by_yard|norman_roman_pillow_covers","src/components/crm/NormanRomanAncillaryOptions.tsx","7","","design","SalesQuoteDesign|undefined","false"
"norman_roman_fabric_by_yard|norman_roman_pillow_covers","src/components/crm/NormanRomanAncillaryOptions.tsx","7","","productId","string","false"
"norman_roman_fabric_by_yard|norman_roman_pillow_covers","src/components/crm/NormanRomanAncillaryOptions.tsx","7","","onUpdateFields","(fields:Partial<SalesQuoteDesign>)=>void","false"
"norman_shutters","src/components/crm/NormanShutterPanelOptions.tsx","10","","design","SalesQuoteDesign|undefined","false"
"norman_shutters","src/components/crm/NormanShutterPanelOptions.tsx","10","","onUpdateFields","(fields:Partial<SalesQuoteDesign>)=>void","false"
"norman_smartdrape_replacement_vanes","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","5","","design","SalesQuoteDesign|undefined","false"
"norman_smartdrape_replacement_vanes","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","5","","onUpdateFields","(fields:Partial<SalesQuoteDesign>)=>void","false"
"smartfold","src/components/crm/NormanSmartfoldChargingOptions.tsx","5","","design","SalesQuoteDesign|undefined","false"
"smartfold","src/components/crm/NormanSmartfoldChargingOptions.tsx","5","","quantity","number","false"
"smartfold","src/components/crm/NormanSmartfoldChargingOptions.tsx","5","","onUpdateFields","(fields:Partial<SalesQuoteDesign>)=>void","false"
"smartfold","src/components/crm/NormanSmartfoldClearanceOptions.tsx","5","","design","SalesQuoteDesign|undefined","false"
"smartfold","src/components/crm/NormanSmartfoldClearanceOptions.tsx","5","","onUpdateFields","(fields:Partial<SalesQuoteDesign>)=>void","false"
"san_clemente_honeycomb|san_clemente_faux_wood","src/components/crm/SanClementeDesignOptions.tsx","11","","design","SalesQuoteDesign | undefined","false"
"san_clemente_honeycomb|san_clemente_faux_wood","src/components/crm/SanClementeDesignOptions.tsx","12","","productId","string","false"
"san_clemente_honeycomb|san_clemente_faux_wood","src/components/crm/SanClementeDesignOptions.tsx","13","","lineItem","SalesQuoteLineItem","false"
"san_clemente_honeycomb|san_clemente_faux_wood","src/components/crm/SanClementeDesignOptions.tsx","14","","onUpdateFields","(fields: Partial<SalesQuoteDesign>) => void","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","72","HoneycombDimensionLimits","minWidth","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","73","HoneycombDimensionLimits","maxWidth","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","74","HoneycombDimensionLimits","minHeight","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","75","HoneycombDimensionLimits","maxHeight","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","76","HoneycombDimensionLimits","maxAreaSqFt","number","true"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","80","HoneycombDimensionProfile","id","string","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","81","HoneycombDimensionProfile","system","HoneycombSystem","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","82","HoneycombDimensionProfile","cells","readonly HoneycombCellSize[]","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","83","HoneycombDimensionProfile","fabricClasses","readonly HoneycombFabricClass[]","true"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","84","HoneycombDimensionProfile","limits","HoneycombDimensionLimits","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","85","HoneycombDimensionProfile","sourcePage","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","86","HoneycombDimensionProfile","sourceId","SourceManifestId","true"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","412","HoneycombFrameProfile","id","string","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","413","HoneycombFrameProfile","frameAliases","readonly string[]","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","414","HoneycombFrameProfile","mountTypes","readonly (""inside"" | ""outside"")[]","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","415","HoneycombFrameProfile","minWidthsByTPostCount","readonly [number, number, number, number]","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","416","HoneycombFrameProfile","maxWidthsByTPostCount","readonly [number, number, number, number]","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","417","HoneycombFrameProfile","minHeight","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","418","HoneycombFrameProfile","minDualHeight","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","419","HoneycombFrameProfile","maxHeight","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","909","HoneycombMatrixResolution","ok","true","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","910","HoneycombMatrixResolution","system","HoneycombSystem","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","911","HoneycombMatrixResolution","cell","HoneycombCellSize","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","912","HoneycombMatrixResolution","fabricClass","HoneycombFabricClass","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","913","HoneycombMatrixResolution","profile","HoneycombDimensionProfile","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","916","HoneycombMatrixResolution","ok","false","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","917","HoneycombMatrixResolution","code","| ""SYSTEM_REQUIRED"" | ""CELL_REQUIRED"" | ""FABRIC_CLASS_REQUIRED"" | ""SYSTEM_CELL_INELIGIBLE"" | ""FABRIC_CELL_INELIGIBLE"" | ""SYSTEM_FABRIC_INELIGIBLE"" | ""PROFILE_NOT_FOUND"" | ""MOTORIZATION_SOURCE_INCOMPLETE""","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","926","HoneycombMatrixResolution","message","string","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","927","HoneycombMatrixResolution","page","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","928","HoneycombMatrixResolution","sourceId","SourceManifestId","true"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","1371","TwoOnOneProfile","id","string","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","1372","TwoOnOneProfile","system","HoneycombSystem","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","1373","TwoOnOneProfile","cells","readonly HoneycombCellSize[]","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","1374","TwoOnOneProfile","fabrics","readonly HoneycombFabricClass[]","true"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","1375","TwoOnOneProfile","minWidth","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","1376","TwoOnOneProfile","maxWidth","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","1377","TwoOnOneProfile","minHeight","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","1378","TwoOnOneProfile","maxHeight","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","1379","TwoOnOneProfile","maxPerShadeWidth","number","false"
"honeycomb|vertical_honeycomb","src/lib/quote-v2/honeycomb-matrix.ts","1380","TwoOnOneProfile","maxPerShadeAreaSqFt","number","false"
"citylights_aluminum|faux_wood|honeycomb|vertical_honeycomb|roller|roman|perfectsheer|smartfold|smartdrape|smartprivacy_faux|synchrony_vertical|palladian_shelf|wood_blinds|norman_shutters","src/lib/quote-v2/norman-assemblies.ts","263","","line","typeof lines[number]","false"
"citylights_aluminum|faux_wood|honeycomb|vertical_honeycomb|roller|roman|perfectsheer|smartfold|smartdrape|smartprivacy_faux|synchrony_vertical|palladian_shelf|wood_blinds|norman_shutters","src/lib/quote-v2/norman-assemblies.ts","263","","accessories","NonNullable<ReturnType<typeof perfectsheerMotorAccessories> | ReturnType<typeof smartdrapeMotorAccessories> | ReturnType<typeof honeycombMotorAccessories> | ReturnType<typeof romanMotorAccessories>>","false"
"citylights_aluminum","src/lib/quote-v2/norman-citylights.ts","49","","lineId","string","false"
"citylights_aluminum","src/lib/quote-v2/norman-citylights.ts","49","","selection","SelectionContext","false"
"norman_contract_faux_wood|norman_contract_vertical","src/lib/quote-v2/norman-contract-rules.ts","59","","lineId","string","false"
"norman_contract_faux_wood|norman_contract_vertical","src/lib/quote-v2/norman-contract-rules.ts","59","","selection","SelectionContext","false"
"","src/lib/quote-v2/norman-dealer-policy.ts","5","NormanDealerSchedule","id","""standard"" | ""shutter_lead_time""","false"
"","src/lib/quote-v2/norman-dealer-policy.ts","7","NormanDealerSchedule","selectionPercent","30 | 28.5","false"
"","src/lib/quote-v2/norman-dealer-policy.ts","9","NormanDealerSchedule","effectivePortalFactor","number","false"
"","src/lib/quote-v2/norman-dealer-policy.ts","10","NormanDealerSchedule","fixtureId","string","false"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-matching.ts","5","OrderLine","lineId","string","false"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-matching.ts","5","OrderLine","roomName","string|null","true"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-matching.ts","5","OrderLine","selection","SelectionContext","false"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","57","","lineId","string","false"
"perfectsheer","src/lib/quote-v2/norman-perfectsheer-valance.ts","57","","selection","SelectionContext","false"
"roller","src/lib/quote-v2/norman-roller-common.ts","18","","lineId","string","false"
"roller","src/lib/quote-v2/norman-roller-common.ts","18","","selection","SelectionContext","false"
"roller","src/lib/quote-v2/norman-roller-hardware.ts","10","","issues","ValidationIssue[]","false"
"roller","src/lib/quote-v2/norman-roller-hardware.ts","10","","selections","SurchargeSelection[]","false"
"roller","src/lib/quote-v2/norman-roller-hardware.ts","10","","record","SelectionRecord","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","31","SourceBackedMotorLimits","id","string","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","32","SourceBackedMotorLimits","minWidth","number","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","33","SourceBackedMotorLimits","maxWidth","number","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","34","SourceBackedMotorLimits","minHeight","number","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","35","SourceBackedMotorLimits","maxHeight","number","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","36","SourceBackedMotorLimits","maxAreaSqFt","number","true"
"","src/lib/quote-v2/norman-shade-motorization.ts","37","SourceBackedMotorLimits","sourcePage","number","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","42","NormanShadeMotorizationResolution","ok","true","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","43","NormanShadeMotorizationResolution","productId","""honeycomb"" | ""roman"" | ""smartfold"" | ""perfectsheer"" | ""smartdrape""","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","44","NormanShadeMotorizationResolution","family","NormanShadeMotorFamily","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","45","NormanShadeMotorizationResolution","powerSource","string","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","46","NormanShadeMotorizationResolution","mode","NormanHoneycombMotorMode | ""roman"" | ""roman_day_night"" | ""smartfold"" | ""perfectsheer"" | ""smartdrape""","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","47","NormanShadeMotorizationResolution","limits","readonly SourceBackedMotorLimits[]","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","48","NormanShadeMotorizationResolution","canonicalSelections","readonly CanonicalMotorizationSelection[]","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","49","NormanShadeMotorizationResolution","sourcePages","readonly number[]","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","50","NormanShadeMotorizationResolution","includedAccessories","readonly string[]","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","52","NormanShadeMotorizationResolution","issues","readonly ValidationIssue[]","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","53","NormanShadeMotorizationResolution","derivedAdapterWattage","36 | 65","true"
"","src/lib/quote-v2/norman-shade-motorization.ts","56","NormanShadeMotorizationResolution","ok","false","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","57","NormanShadeMotorizationResolution","issues","readonly ValidationIssue[]","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","59","NormanShadeMotorizationResolution","limits","readonly SourceBackedMotorLimits[]","true"
"","src/lib/quote-v2/norman-shade-motorization.ts","60","NormanShadeMotorizationResolution","sourcePages","readonly number[]","true"
"","src/lib/quote-v2/norman-shade-motorization.ts","62","NormanShadeMotorizationResolution","canonicalSelections","readonly CanonicalMotorizationSelection[]","true"
"","src/lib/quote-v2/norman-shade-motorization.ts","66","MotorConfig","productId","""honeycomb"" | ""roman"" | ""smartfold"" | ""perfectsheer"" | ""smartdrape""","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","67","MotorConfig","lift","string","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","68","MotorConfig","application","string","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","69","MotorConfig","powerSource","string","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","70","MotorConfig","remoteType","string","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","71","MotorConfig","hubRequired","boolean | null","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","72","MotorConfig","motorPosition","string","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","73","MotorConfig","existingRemoteWorkOrder","string","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","74","MotorConfig","canonicalSelections","readonly CanonicalMotorizationSelection[] | null","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","75","MotorConfig","canonicalSelectionsPresent","boolean","false"
"","src/lib/quote-v2/norman-shade-motorization.ts","76","MotorConfig","dcPowerSupply","string","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","11","NormanShutterWindowSizePricingResolution","applicable","boolean","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","12","NormanShutterWindowSizePricingResolution","supported","boolean","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","13","NormanShutterWindowSizePricingResolution","frameType","string | null","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","14","NormanShutterWindowSizePricingResolution","frameSides","2 | 3 | 4 | null","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","15","NormanShutterWindowSizePricingResolution","mountType","""inside"" | ""outside"" | null","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","16","NormanShutterWindowSizePricingResolution","perSidePricingAdditionInches","number | null","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","17","NormanShutterWindowSizePricingResolution","widthAdditionInches","number | null","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","18","NormanShutterWindowSizePricingResolution","heightAdditionInches","number | null","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","19","NormanShutterWindowSizePricingResolution","pricingWidthInches","number | null","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","20","NormanShutterWindowSizePricingResolution","pricingHeightInches","number | null","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","21","NormanShutterWindowSizePricingResolution","reason","| ""not_applicable"" | ""invalid_dimensions"" | ""missing_frame"" | ""missing_frame_sides"" | ""mount_frame_mismatch"" | ""unsupported_frame"" | null","false"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","29","NormanShutterWindowSizePricingResolution","source","typeof NORMAN_SHUTTER_FRAME_SOURCE","false"
"smartfold","src/lib/quote-v2/norman-smartfold-side-by-side.ts","5","SmartfoldOrderLine","lineId","string","false"
"smartfold","src/lib/quote-v2/norman-smartfold-side-by-side.ts","5","SmartfoldOrderLine","roomName","string | null","true"
"smartfold","src/lib/quote-v2/norman-smartfold-side-by-side.ts","5","SmartfoldOrderLine","selection","SelectionContext","false"
"smartfold","src/lib/quote-v2/norman-smartfold-valance.ts","76","","lineId","string","false"
"smartfold","src/lib/quote-v2/norman-smartfold-valance.ts","76","","selection","SelectionContext","false"
"faux_wood","src/lib/quote-v2/norman-ultimate-assemblies.ts","30","Line","lineId","string","false"
"faux_wood","src/lib/quote-v2/norman-ultimate-assemblies.ts","30","Line","selection","SelectionContext","false"
"perfectsheer|smartfold","src/lib/quote-v2/norman-valance-gaps.ts","19","","start","number | null","false"
"perfectsheer|smartfold","src/lib/quote-v2/norman-valance-gaps.ts","19","","end","number | null","false"
"perfectsheer|smartfold","src/lib/quote-v2/norman-valance-gaps.ts","19","","gap","number | null","false"
"wood_blinds","src/lib/quote-v2/norman-wood-assemblies.ts","30","Line","lineId","string","false"
"wood_blinds","src/lib/quote-v2/norman-wood-assemblies.ts","30","Line","selection","SelectionContext","false"
"roller","src/lib/quote-v2/roller-matrix.ts","18","RollerMatrixResolution","ok","true","false"
"roller","src/lib/quote-v2/roller-matrix.ts","19","RollerMatrixResolution","offering","NormanRollerV2Offering","false"
"roller","src/lib/quote-v2/roller-matrix.ts","20","RollerMatrixResolution","definition","NormanRollerV2ProfileDefinition","false"
"roller","src/lib/quote-v2/roller-matrix.ts","21","RollerMatrixResolution","assignment","NormanRollerV2ProfileAssignment","false"
"roller","src/lib/quote-v2/roller-matrix.ts","22","RollerMatrixResolution","profile","NormanRollerV2LimitProfile","false"
"roller","src/lib/quote-v2/roller-matrix.ts","23","RollerMatrixResolution","sheet","string","false"
"roller","src/lib/quote-v2/roller-matrix.ts","24","RollerMatrixResolution","orientationDerived","boolean","false"
"roller","src/lib/quote-v2/roller-matrix.ts","27","RollerMatrixResolution","ok","false","false"
"roller","src/lib/quote-v2/roller-matrix.ts","28","RollerMatrixResolution","code","| ""OFFERING_NOT_FOUND"" | ""OFFERING_AMBIGUOUS"" | ""REGION_SCOPE_REQUIRED"" | ""REGION_SCOPE_UNKNOWN"" | ""SHEET_NOT_RESOLVED"" | ""LIMIT_ROW_NOT_FOUND"" | ""PROFILE_NOT_FOUND"" | ""PROFILE_AMBIGUOUS"" | ""SOURCE_PROFILE_UNUSABLE""","false"
"roller","src/lib/quote-v2/roller-matrix.ts","38","RollerMatrixResolution","message","string","false"
"roller","src/lib/quote-v2/roller-matrix.ts","39","RollerMatrixResolution","sheet","string","true"
"roller","src/lib/quote-v2/roller-matrix.ts","40","RollerMatrixResolution","sourceRange","string","true"
"roller","src/lib/quote-v2/roller-matrix.ts","41","RollerMatrixResolution","candidates","readonly string[]","true"
"roller","src/lib/quote-v2/roller-matrix.ts","49","RollerOfferingResolution","ok","true","false"
"roller","src/lib/quote-v2/roller-matrix.ts","50","RollerOfferingResolution","offering","NormanRollerV2Offering","false"
"roller","src/lib/quote-v2/roller-matrix.ts","51","RollerOfferingResolution","regionScope","RollerRegionScope | ""all_regions""","false"
"roller","src/lib/quote-v2/roller-matrix.ts","52","RollerOfferingResolution","regionScopeRequired","boolean","false"
"roller","src/lib/quote-v2/roller-matrix.ts","55","RollerOfferingResolution","ok","false","false"
"roller","src/lib/quote-v2/roller-matrix.ts","56","RollerOfferingResolution","code","| ""OFFERING_NOT_FOUND"" | ""OFFERING_AMBIGUOUS"" | ""REGION_SCOPE_REQUIRED"" | ""REGION_SCOPE_UNKNOWN""","false"
"roller","src/lib/quote-v2/roller-matrix.ts","61","RollerOfferingResolution","message","string","false"
"roller","src/lib/quote-v2/roller-matrix.ts","62","RollerOfferingResolution","sheet","string","true"
"roller","src/lib/quote-v2/roller-matrix.ts","63","RollerOfferingResolution","sourceRange","string","true"
"roller","src/lib/quote-v2/roller-matrix.ts","64","RollerOfferingResolution","candidates","readonly string[]","true"
"roller","src/lib/quote-v2/roller-motor-contract.ts","33","CanonicalMotorizationSelection","groupId","string","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","34","CanonicalMotorizationSelection","optionId","string","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","35","CanonicalMotorizationSelection","role","CanonicalMotorizationRole","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","36","CanonicalMotorizationSelection","units","number","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","37","CanonicalMotorizationSelection","billingScope","""once_per_line""","true"
"roller","src/lib/quote-v2/roller-motor-contract.ts","41","RollerMotorizationContractResult","source","""canonical"" | ""legacy""","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","42","RollerMotorizationContractResult","selections","readonly CanonicalMotorizationSelection[]","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","43","RollerMotorizationContractResult","issues","readonly ValidationIssue[]","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","47","RollerMotorizationContractInput","liftSystem","unknown","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","48","RollerMotorizationContractInput","powerConfiguration","unknown","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","49","RollerMotorizationContractInput","application","unknown","true"
"roller","src/lib/quote-v2/roller-motor-contract.ts","50","RollerMotorizationContractInput","couplingArrangement","unknown","true"
"roller","src/lib/quote-v2/roller-motor-contract.ts","51","RollerMotorizationContractInput","componentCount","unknown","true"
"roller","src/lib/quote-v2/roller-motor-contract.ts","52","RollerMotorizationContractInput","canonicalSelections","unknown","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","53","RollerMotorizationContractInput","canonicalSelectionsPresent","boolean","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","54","RollerMotorizationContractInput","legacyMotorType","unknown","true"
"roller","src/lib/quote-v2/roller-motor-contract.ts","55","RollerMotorizationContractInput","legacyRemoteType","unknown","true"
"roller","src/lib/quote-v2/roller-motor-contract.ts","56","RollerMotorizationContractInput","legacyHubRequired","unknown","true"
"roller","src/lib/quote-v2/roller-motor-contract.ts","123","","application","unknown","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","124","","couplingArrangement","unknown","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","125","","componentCount","unknown","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","225","","selections","CanonicalMotorizationSelection[]","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","226","","issues","ValidationIssue[]","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","723","","groupId","string","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","723","","optionId","string","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","723","","units","number","false"
"roller","src/lib/quote-v2/roller-motor-contract.ts","723","","billingScope","""once_per_line""","true"
"roller","src/lib/quote-v2/roller-motor.ts","9","RollerMotorCharge","displayName","string","false"
"roller","src/lib/quote-v2/roller-motor.ts","10","RollerMotorCharge","groupId","string","false"
"roller","src/lib/quote-v2/roller-motor.ts","11","RollerMotorCharge","optionId","string","false"
"roller","src/lib/quote-v2/roller-ui-facets.ts","8","RollerUiFacetSelection","application","string | null","true"
"roller","src/lib/quote-v2/roller-ui-facets.ts","9","RollerUiFacetSelection","couplingArrangement","string | null","true"
"roller","src/lib/quote-v2/roller-ui-facets.ts","10","RollerUiFacetSelection","componentCount","number | string | null","true"
"roller","src/lib/quote-v2/roller-ui-facets.ts","11","RollerUiFacetSelection","topTreatment","string | null","true"
"roller","src/lib/quote-v2/roller-ui-facets.ts","15","RollerUiFacets","sheet","string","false"
"roller","src/lib/quote-v2/roller-ui-facets.ts","16","RollerUiFacets","liftSystems","readonly string[]","false"
"roller","src/lib/quote-v2/roller-ui-facets.ts","17","RollerUiFacets","tubeClasses","readonly string[]","false"
"roller","src/lib/quote-v2/roller-ui-facets.ts","18","RollerUiFacets","powerConfigurations","readonly string[]","false"
"roller","src/lib/quote-v2/roller-ui-facets.ts","177","","liftSystem","string | null","true"
"roller","src/lib/quote-v2/roller-ui-facets.ts","178","","tubeClass","string | null","true"
"roller","src/lib/quote-v2/roller-ui-facets.ts","179","","powerConfiguration","string | null","true"
"roller","src/lib/quote-v2/roller-ui-facets.ts","182","","facets","RollerUiFacets | null","false"
"roller","src/lib/quote-v2/roller-ui-facets.ts","183","","liftSystem","string | null","false"
"roller","src/lib/quote-v2/roller-ui-facets.ts","184","","tubeClass","string | null","false"
"roller","src/lib/quote-v2/roller-ui-facets.ts","185","","powerConfiguration","string | null","false"
