source_page,href,first_status,first_location,decision
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/simi-valley/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/simi-valley/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/simi-valley/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/simi-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/thousand-oaks/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/thousand-oaks/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/thousand-oaks/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/thousand-oaks-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/ventura/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/ventura/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/ventura/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/ventura-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/westlake-village/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/westlake-village/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/westlake-village/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/westlake-village-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/camarillo-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/camarillo-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/camarillo-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/fillmore-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/fillmore-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/fillmore-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/moorpark-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/moorpark-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/moorpark-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/newbury-park-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/newbury-park-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/newbury-park-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/oak-park-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/oak-park-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/commercial-window-coverings/oak-park-ca/,/financing/,200,,already direct; unchanged
